GDS5673
ID_REF	GSM1146158	GSM1146159	GSM1146160	GSM1146161	GSM1146165	GSM1146166	GSM1146167	GSM1146162	GSM1146163	GSM1146164	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	Nucleotide Title	GI	GenBank Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome location	Chromosome annotation	GO:Function	GO:Process	GO:Component	GO:Function ID	GO:Process ID	GO:Component ID
10445627	451.944	367.093	433.534	385.343	398.932	413.001	424.612	374.806	407.315	340.144	RIKEN cDNA 2310039H08 gene	2310039H08Rik	67101				Mus musculus RIKEN cDNA 2310039H08 gene (2310039H08Rik), mRNA///Mus musculus RIKEN cDNA 2310039H08 gene, mRNA (cDNA clone MGC:47903 IMAGE:1513865), complete cds	124286871///24217450	NM_025966///BC038674			chr17:46772635-46773396	17 C	Chromosome 17, NC_000083.6 (46772635..46773407)	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10445629	342.509	268.727	319.573	235.568	315.173	324.034	306.555	280.139	342.509	321.795	tubulin-specific chaperone C	Tbcc	72726				Mus musculus tubulin-specific chaperone C (Tbcc), mRNA///Mus musculus tubulin-specific chaperone C, mRNA (cDNA clone MGC:28692 IMAGE:4240883), complete cds///Mus musculus tubulin-specific chaperone C, mRNA (cDNA clone MGC:103238 IMAGE:5390600), complete cds	87044900///18043517///53236980	NM_178385///BC019476///BC083164			chr17:46890621-46892463	17 C	Chromosome 17, NC_000083.6 (46890621..46892463)	GTPase activity///tubulin binding	cell morphogenesis///post-chaperonin tubulin folding pathway///protein folding///tubulin complex assembly	cytoplasm///cytoplasm///photoreceptor connecting cilium	GO:0003924///GO:0015631	GO:0000902///GO:0007023///GO:0006457///GO:0007021	GO:0005737///GO:0005737///GO:0032391
10445633	81.5719	91.7731	81.0084	72.5046	88.0347	84.4485	84.4485	95.0095	74.028	95.6703	peripherin 2	Prph2	19133				Mus musculus peripherin 2 (Prph2), mRNA///Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930021L14 product:retinal degeneration, slow (retinitis pigmentosa 7), full insert sequence///Mus musculus peripherin 2, mRNA (cDNA clone MGC:38973 IMAGE:5363367), complete cds///Mus musculus peripherin 2, mRNA (cDNA clone MGC:102486 IMAGE:6490224), complete cds///Mus musculus peripherin 2, mRNA (cDNA clone IMAGE:4503494), with apparent retained intron	7110698///26336584///22137672///55154479///20071460	NM_008938///AK044549///BC028958///BC085266///BC026484			chr17:46910485-46924926	17 22.91 cM	Chromosome 17, NC_000083.6 (46910485..46924926)		cell adhesion///cell surface receptor signaling pathway///retina development in camera-type eye///visual perception	integral component of membrane///integral component of plasma membrane///membrane///photoreceptor outer segment		GO:0007155///GO:0007166///GO:0060041///GO:0007601	GO:0016021///GO:0005887///GO:0016020///GO:0001750
10447264	112.206	95.6703	105.42	97.6806	77.7085	121.095	105.42	94.3532	99.7331	95.6703	solute carrier family 3, member 1	Slc3a1	20532				Mus musculus solute carrier family 3, member 1 (Slc3a1), mRNA///Mus musculus solute carrier family 3, member 1, mRNA (cDNA clone MGC:18365 IMAGE:4222972), complete cds///Mus musculus mRNA for NBAT, complete cds	119120878///15488594///2804237	NM_009205///BC013441///D88533			chr17:85028376-85064241	17 55.17 cM	Chromosome 17, NC_000083.6 (85028347..85064241)	catalytic activity///protein binding///protein heterodimerization activity	amino acid transport///carbohydrate metabolic process///transport	brush border membrane///brush border membrane///extracellular exosome///integral component of membrane///integral component of plasma membrane///membrane///mitochondrial inner membrane///plasma membrane///vacuolar membrane	GO:0003824///GO:0005515///GO:0046982	GO:0006865///GO:0005975///GO:0006810	GO:0031526///GO:0031526///GO:0070062///GO:0016021///GO:0005887///GO:0016020///GO:0005743///GO:0005886///GO:0005774
10447354	2876.3	2320.15	2916.45	2272.4	2977.74	3875.05	3169.41	2452.44	3169.41	2401.97	thioredoxin-related transmembrane protein 2	Tmx2	66958				Mus musculus thioredoxin-related transmembrane protein 2 (Tmx2), transcript variant 2, mRNA///Mus musculus thioredoxin-related transmembrane protein 2 (Tmx2), transcript variant 1, mRNA///Mus musculus thioredoxin domain containing 14, mRNA (cDNA clone MGC:19231 IMAGE:4242418), complete cds///Mus musculus thioredoxin domain containing 14, mRNA (cDNA clone MGC:118019 IMAGE:5349078), complete cds	595582386///595582173///15488826///84569940	NM_001290751///NM_025868///BC013544///BC110994			chr17:87078271-87079158	2 D	Chromosome 2, NC_000068.7 (84671311..84678828, complement)	molecular_function	biological_process///cell redox homeostasis	cellular_component///integral component of membrane///membrane	GO:0003674	GO:0008150///GO:0045454	GO:0005575///GO:0016021///GO:0016020
10447467	46.8507	48.5029	51.6251	49.5221	51.6251	49.5221	51.9842	49.18	45.5696	53.8174	general transcription factor IIA, 1-like	Gtf2a1l	71828				Mus musculus general transcription factor IIA, 1-like (Gtf2a1l), mRNA///Mus musculus TFIIA-alpha/beta-like factor mRNA, complete cds///Mus musculus general transcription factor IIA, 1-like, mRNA (cDNA clone MGC:58209 IMAGE:6741860), complete cds	254910984///12313736///30047817	NM_023630///AF250835///BC050756			chr17:88668677-88773969	17 E5	Chromosome 17, NC_000083.6 (88665494..88715157)	DNA binding///protein binding///contributes_to transcription coactivator activity	cognition///regulation of transcription, DNA-templated///transcription from RNA polymerase II promoter///transcription initiation from RNA polymerase II promoter///transcription, DNA-templated	cytoplasm///nucleus///transcription factor TFIIA complex	GO:0003677///GO:0005515///contributes_to GO:0003713	GO:0050890///GO:0006355///GO:0006366///GO:0006367///GO:0006351	GO:0005737///GO:0005634///GO:0005672
10447551	1052.79	916.506	1060.11	1002.93	989.119	1128.35	1031.12	879.171	948.826	867.067	transmembrane protein 242	Tmem242	70544				Mus musculus transmembrane protein 242 (Tmem242), mRNA///Mus musculus RIKEN cDNA 5730437N04 gene, mRNA (cDNA clone MGC:30293 IMAGE:5053733), complete cds///Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730437N04 product:RIKEN cDNA 5730437N04 gene, full insert sequence	146134493///18043845///12856962	NM_027457///BC019420///AK017626			chr17:5410869-5440259	17 A1	Chromosome 17, NC_000083.6 (5410864..5440260, complement)	molecular_function	biological_process	cellular_component///integral component of membrane///membrane	GO:0003674	GO:0008150	GO:0005575///GO:0016021///GO:0016020
10447946	74.028	93.7015	82.7106	88.647	93.0542	81.0084	79.8932	93.7015	85.6274	90.5097	RIKEN cDNA 4930474M22 gene	4930474M22Rik	74917				Mus musculus RIKEN cDNA 4930474M22 gene (4930474M22Rik), long non-coding RNA///Mus musculus RIKEN cDNA 4930474M22 gene, mRNA (cDNA clone MGC:107145 IMAGE:6741101), complete cds	251823860///59808412	NR_027986///BC089489			chr17:14389113-14398942	17 A2	Chromosome 17, NC_000083.6 (14389107..14398942, complement)						
10448269	213.783	195.361	216.767	215.269	213.783	230.72	213.783	191.341	198.088	218.275	zinc finger protein 13	Zfp13	22654				Mus musculus zinc finger protein 13 (Zfp13), mRNA///Mus musculus zinc finger protein 13, mRNA (cDNA clone MGC:62500 IMAGE:6404424), complete cds///Mus musculus repressor of heat-inducible transcription (Rhit) mRNA, complete cds	141802256///30354204///254972069	NM_011747///BC052082///FJ593171			chr17:23575844-23599487	17 A3.3	Chromosome 17, NC_000083.6 (23575844..23599755, complement)	DNA binding///metal ion binding///nucleic acid binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding	negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription from RNA polymerase II promoter///positive regulation of hydrogen peroxide biosynthetic process///positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway///regulation of transcription, DNA-templated	intracellular///mitochondrion///nucleus	GO:0003677///GO:0046872///GO:0003676///GO:0043565///GO:0003700	GO:0000122///GO:0000122///GO:0010729///GO:1901030///GO:0006355	GO:0005622///GO:0005739///GO:0005634
10448399	190.019	237.207	265.028	212.306	232.325	266.871	261.379	225.972	171.255	184.823	spermine binding protein-like	Sbpl	638345				Mus musculus spermine binding protein-like (Sbpl), mRNA///Mus musculus spermine binding protein-like, mRNA (cDNA clone MGC:107109 IMAGE:30301294), complete cds	116812641///58477567	NM_001077421///BC089471			chr17:23953085-23955273	17 A3.3	Chromosome 17, NC_000083.6 (23953085..23955273, complement)	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10448424	1937.53	1833.01	1964.57	1858.6	1978.24	1845.76	1951	1782.89	1686.71	1845.76	3-phosphoinositide dependent protein kinase 1	Pdpk1	18607				Mus musculus 3-phosphoinositide dependent protein kinase 1 (Pdpk1), transcript variant 2, mRNA///Mus musculus 3-phosphoinositide dependent protein kinase 1 (Pdpk1), transcript variant 3, mRNA///Mus musculus 3-phosphoinositide dependent protein kinase 1 (Pdpk1), transcript variant 1, mRNA///Mus musculus 3-phosphoinositide dependent protein kinase-1 mRNA, complete cds///Mus musculus phosphoinositide-dependent protein kinase PDK1 mRNA, complete cds///Mus musculus strain ICR/Hsd phosphoinositide-dependent protein kinase 1 mRNA, complete cds///Mus musculus phosphoinositide-dependent protein kinase-1 beta (Pdk1beta) mRNA, complete cds///Mus musculus 3-phosphoinositide dependent protein kinase-1, mRNA (cDNA clone MGC:175888 IMAGE:40131304), complete cds///Mus musculus 3-phosphoinositide dependent protein kinase-1, mRNA (cDNA clone MGC:175890 IMAGE:40131306), complete cds///Mus musculus 2 days pregnant adult female oviduct cDNA, RIKEN full-length enriched library, clone:E230030E01 product:unclassifiable, full insert sequence	557786143///557786184///158711672///4028126///3789924///5052327///21632794///148878392///148877960///74226341	NM_001080773///NM_001286662///NM_011062///AF079535///AF086625///AF126294///AY062008///BC146001///BC146003///AK143283			chr17:24078867-24150899	17 A3.3	Chromosome 17, NC_000083.6 (24073680..24155621, complement)	3-phosphoinositide-dependent protein kinase activity///3-phosphoinositide-dependent protein kinase activity///ATP binding///insulin receptor binding///kinase activity///nucleotide binding///phospholipase activator activity///phospholipase binding///protein binding///protein kinase activity///protein kinase binding///protein serine/threonine kinase activity///transferase activity	activation of protein kinase B activity///calcium-mediated signaling///cell migration///cellular response to epidermal growth factor stimulus///cellular response to insulin stimulus///epidermal growth factor receptor signaling pathway///extrinsic apoptotic signaling pathway///focal adhesion assembly///hyperosmotic response///intracellular signal transduction///negative regulation of cardiac muscle cell apoptotic process///negative regulation of neuron apoptotic process///negative regulation of protein kinase activity///negative regulation of toll-like receptor signaling pathway///negative regulation of transforming growth factor beta receptor signaling pathway///peptidyl-serine phosphorylation///peptidyl-threonine phosphorylation///phosphorylation///positive regulation of establishment of protein localization to plasma membrane///positive regulation of phospholipase activity///positive regulation of release of sequestered calcium ion into cytosol///protein phosphorylation///regulation of I-kappaB kinase/NF-kappaB signaling///regulation of endothelial cell migration///regulation of mast cell degranulation///regulation of transcription, DNA-templated///signal transduction///transcription, DNA-templated///type B pancreatic cell development	cell junction///cell projection///cytoplasm///cytoplasm///cytoplasmic, membrane-bounded vesicle///cytosol///membrane///nucleus///perikaryon///plasma membrane///postsynaptic density	GO:0004676///GO:0004676///GO:0005524///GO:0005158///GO:0016301///GO:0000166///GO:0016004///GO:0043274///GO:0005515///GO:0004672///GO:0019901///GO:0004674///GO:0016740	GO:0032148///GO:0019722///GO:0016477///GO:0071364///GO:0032869///GO:0007173///GO:0097191///GO:0048041///GO:0006972///GO:0035556///GO:0010667///GO:0043524///GO:0006469///GO:0034122///GO:0030512///GO:0018105///GO:0018107///GO:0016310///GO:0090004///GO:0010518///GO:0051281///GO:0006468///GO:0043122///GO:0010594///GO:0043304///GO:0006355///GO:0007165///GO:0006351///GO:0003323	GO:0030054///GO:0042995///GO:0005737///GO:0005737///GO:0016023///GO:0005829///GO:0016020///GO:0005634///GO:0043204///GO:0005886///GO:0014069
10448755	704.277	537.455	675.588	572.051	600.492	781.445	670.921	552.565	608.874	522.758	essential meiotic structure-specific endonuclease subunit 2///essential meiotic structure-specific endonuclease subunit 2///splA/ryanodine receptor domain and SOCS box containing 3	Eme2///Eme2///Spsb3	193838///193838///79043	Essential meiotic endonuclease 1 homolog 2 (S. pombe)	Eme2	Mm.440199	Mus musculus essential meiotic structure-specific endonuclease subunit 2 (Eme2), mRNA///Mus musculus 10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810013J18 product:unclassifiable, full insert sequence///Mus musculus essential meiotic endonuclease 1 homolog 2 (S. pombe), mRNA (cDNA clone IMAGE:30357770), partial cds///Mus musculus cDNA clone IMAGE:40099854	251823778///12849681///62089531///152941061	NM_001163102///AK012738///BC092228///BC116350			chr17:24892153-24895049	17 A3.3///17 A3.3///17 A3.3	Chromosome 17, NC_000083.6 (24892152..24895087, complement)///Chromosome 17, NC_000083.6 (24892152..24895087, complement)///Chromosome 17, NC_000083.6 (24886349..24892147)	DNA binding///endonuclease activity///hydrolase activity///molecular_function///nuclease activity///DNA binding///endonuclease activity///hydrolase activity///molecular_function///nuclease activity///molecular_function	DNA recombination///DNA repair///biological_process///cellular response to DNA damage stimulus///DNA recombination///DNA repair///biological_process///cellular response to DNA damage stimulus///biological_process///intracellular signal transduction	Holliday junction resolvase complex///cellular_component///nucleus///Holliday junction resolvase complex///cellular_component///nucleus///cellular_component	GO:0003677///GO:0004519///GO:0016787///GO:0003674///GO:0004518///GO:0003677///GO:0004519///GO:0016787///GO:0003674///GO:0004518///GO:0003674	GO:0006310///GO:0006281///GO:0008150///GO:0006974///GO:0006310///GO:0006281///GO:0008150///GO:0006974///GO:0008150///GO:0035556	GO:0048476///GO:0005575///GO:0005634///GO:0048476///GO:0005575///GO:0005634///GO:0005575
10449061	177.294	145.009	170.072	179.769	181.019	210.839	165.421	146.018	166.572	152.219	rhomboid, veinlet-like 1 (Drosophila)	Rhbdl1	214951				Mus musculus rhomboid, veinlet-like 1 (Drosophila) (Rhbdl1), mRNA///Mus musculus rhomboid, veinlet-like 1 (Drosophila), mRNA (cDNA clone MGC:28800 IMAGE:4501997), complete cds	21450188///18203869	NM_144816///BC021549			chr17:25834465-25837127	17 12.93 cM	Chromosome 17, NC_000083.6 (25834462..25838367, complement)	hydrolase activity///peptidase activity///serine-type endopeptidase activity///serine-type peptidase activity	protein processing///proteolysis	integral component of membrane///membrane///mitochondrial inner membrane	GO:0016787///GO:0008233///GO:0004252///GO:0008236	GO:0016485///GO:0006508	GO:0016021///GO:0016020///GO:0005743
10449142	556.408	608.874	474.413	560.278	477.713	407.315	471.136	670.921	580.037	613.109	family with sequence similarity 195, member A	Fam195a	68241				Mus musculus family with sequence similarity 195, member A (Fam195a), mRNA///Mus musculus RIKEN cDNA 9530058B02 gene, mRNA (cDNA clone MGC:35630 IMAGE:5011430), complete cds	146141127///19353341	NM_026633///BC024332			chr17:25863698-25868738	17 B1	Chromosome 17, NC_000083.6 (25863698..25868784, complement)	protein binding	biological_process	cellular_component	GO:0005515	GO:0008150	GO:0005575
10449289	64	74.5429	66.7178	66.7178	69.551	62.6829	62.6829	77.1717	61.3929	77.1717	RIKEN cDNA 1700049J03 gene	1700049J03Rik	73365				Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700049J03 product:hypothetical protein, full insert sequence	12839982	AK006745			chr17:26554344-26561498	17	Chromosome 17, NC_000083.6 (26541387..26562186, complement)						
10449343	81.0084	91.1392	106.153	86.8227	89.8845	79.8932	105.42	95.0095	79.3413	107.635	glutamate receptor, metabotropic 4	Grm4	268934				Mus musculus glutamate receptor, metabotropic 4 (Grm4), transcript variant 2, mRNA///Mus musculus glutamate receptor, metabotropic 4 (Grm4), transcript variant 1, mRNA///PREDICTED: Mus musculus glutamate receptor, metabotropic 4 (Grm4), transcript variant X3, mRNA///Mus musculus glutamate receptor, metabotropic 4, mRNA (cDNA clone IMAGE:6850174)///Mus musculus glutamate receptor, metabotropic 4, mRNA (cDNA clone MGC:90909 IMAGE:6402528), complete cds	597517995///597517945///1039753611///49257159///51329881	NM_001013385///NM_001291045///XM_006524319///BC072635///BC080284			chr17:27422387-27503304	17 A3.3	Chromosome 17, NC_000083.6 (27422387..27513678, complement)	G-protein coupled receptor activity///calcium-dependent protein binding///calmodulin binding///glutamate receptor activity///group III metabotropic glutamate receptor activity///signal transducer activity	G-protein coupled receptor signaling pathway///activation of MAPK activity///adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway///chemical synaptic transmission///learning///regulation of synaptic transmission, glutamatergic///signal transduction	cytoplasmic vesicle///dendritic shaft///integral component of membrane///integral component of plasma membrane///integral component of plasma membrane///intracellular///membrane///neuron projection///plasma membrane///presynaptic active zone membrane///presynaptic membrane///terminal bouton	GO:0004930///GO:0048306///GO:0005516///GO:0008066///GO:0001642///GO:0004871	GO:0007186///GO:0000187///GO:0007196///GO:0007268///GO:0007612///GO:0051966///GO:0007165	GO:0031410///GO:0043198///GO:0016021///GO:0005887///GO:0005887///GO:0005622///GO:0016020///GO:0043005///GO:0005886///GO:0048787///GO:0042734///GO:0043195
10449363	1629.26	1243.34	1541.37	1323.37	1448.15	1746.2	1541.37	1323.37	1675.06	1332.57	ankyrin repeat and SAM domain containing 1///nudix (nucleotide diphosphate linked moiety X)-type motif 3	Anks1///Nudt3	224650///56409				Mus musculus nudix (nucleotide diphosphate linked moiety X)-type motif 3 (Nudt3), transcript variant 2, mRNA///Mus musculus nudix (nucleotide diphosphate linked moiety X)-type motif 3 (Nudt3), transcript variant 1, mRNA///Mus musculus diphosphoinositol polyphosphate phosphohydrolase (Dipp) mRNA, complete cds///Mus musculus nudix (nucleotide diphosphate linked moiety X)-type motif 3, mRNA (cDNA clone MGC:28998 IMAGE:2615904), complete cds///Mus musculus nudix (nucleotide diphosphate linked moiety X)-type motif 3, mRNA (cDNA clone MGC:61393 IMAGE:6829170), complete cds///Mus musculus ankyrin repeat and SAM domain containing 1, mRNA (cDNA clone IMAGE:6821454), complete cds	597517974///133892043///8347740///16741429///29165772///34784195	NM_001291046///NM_019837///AF264064///BC016534///BC046805///BC057331			chr17:27579387-27623459	17 A3.3///17 A3.3	Chromosome 17, NC_000083.6 (27909306..28062779)///Chromosome 17, NC_000083.6 (27579382..27623452, complement)	ephrin receptor binding///diphosphoinositol-polyphosphate diphosphatase activity///magnesium ion binding	negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of ephrin receptor signaling pathway///diphosphoinositol polyphosphate catabolic process	cytoplasm///nucleoplasm///extracellular exosome	GO:0046875///GO:0008486///GO:0000287	GO:2000059///GO:1901187///GO:0071544	GO:0005737///GO:0005654///GO:0070062
10449741	861.078	776.047	3875.05	3769.09	792.353	2759.13	2797.65	935.763	3213.66	3326.99	salt inducible kinase 1	Sik1	17691				Mus musculus salt inducible kinase 1 (Sik1), mRNA///Mus musculus activated spleen cDNA, RIKEN full-length enriched library, clone:F830207B15 product:SNF1-like kinase, full insert sequence///Mus musculus protein kinase mRNA, complete cds	110815829///74192378///6137751	NM_010831///AK172427///U11494			chr17:31844248-31855792	17 17.25 cM	Chromosome 17, NC_000083.6 (31844250..31855792, complement)	ATP binding///cAMP response element binding protein binding///histone deacetylase binding///kinase activity///magnesium ion binding///metal ion binding///nucleotide binding///protein binding///protein kinase activity///protein kinase binding///protein kinase binding///protein serine/threonine kinase activity///protein serine/threonine kinase activity///transferase activity	anoikis///cardiac muscle cell differentiation///cell cycle///cell differentiation///cellular response to hormone stimulus///entrainment of circadian clock by photoperiod///intracellular signal transduction///multicellular organism development///negative regulation of CREB transcription factor activity///negative regulation of CREB transcription factor activity///negative regulation of gluconeogenesis///negative regulation of transcription from RNA polymerase II promoter///negative regulation of triglyceride biosynthetic process///phosphorylation///protein phosphorylation///protein phosphorylation///regulation of cell differentiation///regulation of mitotic cell cycle///regulation of myotube differentiation///regulation of sodium ion transport///rhythmic process	cytoplasm///cytosol///nucleus///nucleus	GO:0005524///GO:0008140///GO:0042826///GO:0016301///GO:0000287///GO:0046872///GO:0000166///GO:0005515///GO:0004672///GO:0019901///GO:0019901///GO:0004674///GO:0004674///GO:0016740	GO:0043276///GO:0055007///GO:0007049///GO:0030154///GO:0032870///GO:0043153///GO:0035556///GO:0007275///GO:0032792///GO:0032792///GO:0045721///GO:0000122///GO:0010868///GO:0016310///GO:0006468///GO:0006468///GO:0045595///GO:0007346///GO:0010830///GO:0002028///GO:0048511	GO:0005737///GO:0005829///GO:0005634///GO:0005634
10450089	396.177	321.795	398.932	312.996	404.501	451.944	396.177	321.795	374.806	302.334	ring finger protein 1	Ring1	19763				Mus musculus ring finger protein 1, mRNA (cDNA clone IMAGE:6334539), complete cds///Mus musculus full open reading frame cDNA clone RZPDo836A0451D for gene Ring1, Ring finger protein 1; complete cds, incl. stopcodon///Mus musculus ring finger protein 1 (Ring1), mRNA///Mus musculus ring finger protein 1, mRNA (cDNA clone MGC:6870 IMAGE:2651194), complete cds	52350623///71059766///226958427///14290581	BC082771///CT010219///NM_009066///BC009070			chr17:34021084-34024643	17 B1	Chromosome 17, NC_000083.6 (34020792..34024680, complement)	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity///chromatin binding///coenzyme F420-0 gamma-glutamyl ligase activity///coenzyme F420-2 alpha-glutamyl ligase activity///ligase activity///metal ion binding///protein binding///protein-glutamic acid ligase activity///protein-glycine ligase activity///protein-glycine ligase activity, elongating///protein-glycine ligase activity, initiating///ribosomal S6-glutamic acid ligase activity///tubulin-glutamic acid ligase activity///tubulin-glycine ligase activity///ubiquitin-protein transferase activator activity///zinc ion binding	anterior/posterior pattern specification///anterior/posterior pattern specification///camera-type eye morphogenesis///covalent chromatin modification///histone H2A monoubiquitination///histone ubiquitination///histone ubiquitination///negative regulation of transcription, DNA-templated///negative regulation of transcription, DNA-templated///regulation of catalytic activity///regulation of transcription, DNA-templated///transcription, DNA-templated	PRC1 complex///PcG protein complex///PcG protein complex///cytoplasm///nuclear body///nucleoplasm///nucleus///sex chromatin///ubiquitin ligase complex	GO:0008766///GO:0003682///GO:0043773///GO:0043774///GO:0016874///GO:0046872///GO:0005515///GO:0070739///GO:0070735///GO:0070737///GO:0070736///GO:0018169///GO:0070740///GO:0070738///GO:0097027///GO:0008270	GO:0009952///GO:0009952///GO:0048593///GO:0016569///GO:0035518///GO:0016574///GO:0016574///GO:0045892///GO:0045892///GO:0050790///GO:0006355///GO:0006351	GO:0035102///GO:0031519///GO:0031519///GO:0005737///GO:0016604///GO:0005654///GO:0005634///GO:0001739///GO:0000151
10450579	1520.15	1112.82	1478.58	1209.34	1314.23	1698.45	1379.57	1184.45	1370.04	1016.93	discoidin domain receptor family, member 1	Ddr1	12305				Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant 3, mRNA///Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant 4, mRNA///Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant 1, mRNA///Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant 2, mRNA///PREDICTED: Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant X2, mRNA///PREDICTED: Mus musculus discoidin domain receptor family, member 1 (Ddr1), transcript variant X5, mRNA///Mus musculus receptor-like tyrosine kinase (Nep) mRNA, complete cds///Mus musculus discoidin domain receptor family, member 1, mRNA (cDNA clone MGC:90037 IMAGE:5686085), complete cds///Mus musculus Cak receptor kinase mRNA, complete cds	311771513///311771517///119709815///119709813///568998751///568998757///2564939///41946064///1161062	NM_001198831///NM_001198833///NM_007584///NM_172962///XM_006523534///XM_006523537///AF026259///BC065998///L57509			chr17:35681567-35704599	17 18.7 cM	Chromosome 17, NC_000083.6 (35681567..35704630, complement)	ATP binding///collagen binding///collagen binding///collagen binding///kinase activity///metal ion binding///nucleotide binding///protein kinase activity///protein tyrosine kinase activity///protein tyrosine kinase collagen receptor activity///transferase activity///transmembrane receptor protein tyrosine kinase activity	axon development///branching involved in mammary gland duct morphogenesis///collagen-activated tyrosine kinase receptor signaling pathway///collagen-activated tyrosine kinase receptor signaling pathway///collagen-activated tyrosine kinase receptor signaling pathway///ear development///embryo implantation///female pregnancy///lactation///mammary gland alveolus development///negative regulation of cell proliferation///neuron projection extension///peptidyl-tyrosine autophosphorylation///peptidyl-tyrosine autophosphorylation///peptidyl-tyrosine phosphorylation///phosphorylation///protein autophosphorylation///protein autophosphorylation///protein phosphorylation///regulation of cell growth///regulation of cell-matrix adhesion///regulation of extracellular matrix disassembly///regulation of extracellular matrix disassembly///smooth muscle cell migration///smooth muscle cell migration///smooth muscle cell-matrix adhesion///smooth muscle cell-matrix adhesion///transmembrane receptor protein tyrosine kinase signaling pathway///wound healing, spreading of cells///wound healing, spreading of cells	basolateral plasma membrane///extracellular exosome///extracellular space///integral component of membrane///integral component of plasma membrane///membrane///plasma membrane///receptor complex	GO:0005524///GO:0005518///GO:0005518///GO:0005518///GO:0016301///GO:0046872///GO:0000166///GO:0004672///GO:0004713///GO:0038062///GO:0016740///GO:0004714	GO:0061564///GO:0060444///GO:0038063///GO:0038063///GO:0038063///GO:0043583///GO:0007566///GO:0007565///GO:0007595///GO:0060749///GO:0008285///GO:1990138///GO:0038083///GO:0038083///GO:0018108///GO:0016310///GO:0046777///GO:0046777///GO:0006468///GO:0001558///GO:0001952///GO:0010715///GO:0010715///GO:0014909///GO:0014909///GO:0061302///GO:0061302///GO:0007169///GO:0044319///GO:0044319	GO:0016323///GO:0070062///GO:0005615///GO:0016021///GO:0005887///GO:0016020///GO:0005886///GO:0043235
10450648	1438.15	1287.18	1408.55	1260.69	1438.15	1488.87	1478.58	1251.98	1478.58	1260.69	ATP-binding cassette, sub-family F (GCN20), member 1	Abcf1	224742				Mus musculus ATP-binding cassette, sub-family F (GCN20), member 1 (Abcf1), mRNA///Mus musculus ATP-binding cassette, sub-family F (GCN20), member 1, mRNA (cDNA clone IMAGE:4160976), with apparent retained intron///Mus musculus ATP-binding cassette, sub-family F (GCN20), member 1, mRNA (cDNA clone IMAGE:5035006), partial cds///Mus musculus ATP-binding cassette, sub-family F (GCN20), member 1, mRNA (cDNA clone MGC:54834 IMAGE:6485365), complete cds///Mus musculus ATP-binding cassette, sub-family F (GCN20), member 1, mRNA (cDNA clone MGC:70058 IMAGE:6516514), complete cds	39930334///20072902///21595482///28422757///38970020	NM_013854///BC026371///BC032250///BC046965///BC063094			chr17:35956819-35969750	17 18.8 cM	Chromosome 17, NC_000083.6 (35956816..35969800, complement)	ATP binding///ATPase activity///nucleotide binding///poly(A) RNA binding		cytoplasm///membrane///nucleus///ribosome	GO:0005524///GO:0016887///GO:0000166///GO:0044822		GO:0005737///GO:0016020///GO:0005634///GO:0005840
10450870	163.144	176.069	170.072	164.279	149.086	167.73	166.572	177.294	147.033	168.897												chr17:37267088-37267238								
